ind,ci,salary_ci
18,报销,2566.9061832888
18,担任,4745.4185484601
18,担当,6369.4635403983
18,拉长,3064.0239401892
18,拓展,6577.557009997
18,招募,5658.766560074
18,招商,4967.7618185084
18,招投标,6772.3254895534
18,招生,4962.793125002
18,招聘,4966.7215144761
18,拨测,3225.951169746
18,指导,7063.9910238058
18,指导员,3429.1232095074
18,指导老师,4728.0645965532
18,指挥中心,5935.309566
18,挖掘,14399.3341592544
18,授权,4645.6928958149
18,排版,4169.9177482809
18,排除,2670.5265075
18,接入,3651.147311148
18,接入网,5020.462047074
18,接口,5437.2520323415
18,接待,3124.6456401088
18,接待员,3913.4884926642
18,接待工作,3697.5341745
18,接线员,3044.2843748213
18,控制,7063.6675096647
18,控制中心,7971.8108473688
18,控员,3560.909830074
18,推广,4063.8289593371
18,推广员,2927.5386682565
18,推广部,5891.3807929565
18,推进,5382.7301366657
18,提交,5327.2351107006
18,提供,10121.8409395812
18,提升,4555.960896111
18,插,6980.264177361
18,搜索,4079.1499567772
18,搜索引擎,6984.9238525355
18,搬运工,2042.455687272
18,搭配,3222.537
18,摄像,3913.262018136
18,摄像师,3887.1130385947
18,摄像机,3706.496343636
18,摄影,4524.7195635633
18,摄影师,3882.203792166
18,播出,4420.6046745
18,播控,3778.1322710532
18,撰写,7222.722228111
18,撰稿,4180.9490265288
18,撰稿人,4762.9893014525
18,操作,5691.9362114082
18,操作员,3268.7982538979
18,操作工,3614.9455536043
18,操作系统,4687.249905498
18,操盘手,3229.9736628321
18,支付,5109.7536333161
18,支持,6064.9353270277
18,支持系统,6245.0982449382
18,支持软件,5901.877379611
18,支援,5307.229940449
18,支撑,4749.0435995421
18,收入,4399.715824148
18,收款员,1735.047
18,收益,6703.960896111
18,收货,4584.780343074
18,收费,4492.047782074
18,收银,2705.2163539703
18,收银员,2993.758024617
18,收集,4166.7767786968
18,改善,8792.2922302049
18,改进,7569.1880654933
18,攻防,6796.486264074
18,政企,5469.7911396
18,政务,6444.537
18,政府,10404.972142116
18,政府部门,8525.3388462492
18,故障,3439.404426909
18,效果,4089.9778915
18,效果图,7141.075047074
18,教务,4577.2666714725
18,教学,5295.9348300393
18,教学部,5230.4516244428
18,教师,5769.5359631886
18,教授,3601.4323119681
18,教练,4774.565567424
18,教育,5845.4163089282
18,教育部,5370.537
18,数字,4488.2294134285
18,数字化,3554.593716885
18,数字电视,5726.3606340336
18,数字证书,2435.816124848
18,数学,4705.6652119696
18,数据,4419.0687606719
18,数据业务,4175.3317272584
18,数据中心,8999.6415762031
18,数据仓库,9854.4411650005
18,数据分析,5439.2087136405
18,数据处理,3518.357933412
18,数据库,6760.3396427588
18,数据库管理员,6485.8733020148
18,数据录入,3064.0654003201
18,数据恢复,4478.8082439099
18,数据挖掘,6829.5427163758
18,数据服务,8539.3109479506
18,数据检索,2438.613956424
18,数据模型,19360.544505111
18,数据测试,4482.427607148
18,数据管理,5012.0214262313
18,数据通信,5184.1677888617
18,数控,4335.6907004343
18,数码,4447.5125358653
18,数码产品,3880.6189117376
18,数码相机,2716.3782071235
18,数通,6131.6664627852
18,整体,8137.0507982766
18,整合,6864.4353128359
18,整合营销,4728.881340111
18,整机,4728.881340111
18,整理,3009.8624587758
18,文件,3603.6418455389
18,文化,5094.4846846807
18,文员,3421.3017818268
18,文字,2818.9169525293
18,文字编辑,4104.5589165261
18,文控,3850.1326701968
18,文案,4165.366226586
18,文档,5414.0723201696
18,文献,4728.0645965532
18,文秘,4127.6283871088
18,文职,2756.564018136
18,文职类,2891.920239747
18,新浪,4085.5921931064
18,新疆,7248.2262710532
18,新闻,4015.32063594
18,方向,9109.1327114376
18,方案,8939.0899936929
18,方案设计,5684.1870403491
18,方面,4699.955125205
18,施工,4216.3215268284
18,施工员,3699.4266387034
18,施工现场,4241.804349
18,施工队,6593.6412792
18,旅游,6188.3523444888
18,旅行,3222.537
18,旗舰店,4424.1593818587
18,日,6718.1431962121
18,日常,4575.25410799
18,日文,3356.6491241112
18,日本,10675.8748951489
18,日语,5300.332828466
18,日语翻译,4756.6137805035
18,时,4555.960896111
18,时任,11077.301784111
18,时尚,3346.6046745
18,时间,8627.5545131844
18,显示,8755.5645965532
18,显示器,4790.0984338032
18,普工,3231.6454443175
18,普通,7666.6872124549
18,普通员工,2650.4310484301
18,景观,3845.8103818587
18,景观设计,5015.7017214012
18,智慧,22582.64
18,智能,6273.5250764501
18,智能化,7732.2485895394
18,智能卡,5577.3026745
18,智能建筑,6706.248783
18,智能网,3525.418783
18,暑期,2805.882729111
18,暖通,9371.2892052234
18,更新,3799.1493520576
18,月份,7233.1217685
18,月薪,6235.225680222
18,有线,4678.8028822999
18,有线电视,6796.486264074
18,服,3821.57083725
18,服务,6369.0407719595
18,服务中心,6055.5807407356
18,服务供应商,10347.264514611
18,服务台,4782.9691394639
18,服务员,2934.4610346844
18,服务商,3592.9338473688
18,服务器,5542.8646000908
18,服务平台,2819.65275
18,服务站,4724.1448900799
18,服务端,12062.9201745
18,服务行业,8755.5645965532
18,服务质量,5448.8885366657
18,服务部,6580.5002700466
18,服务项目,14544.867856074
18,服装,5164.177566
18,服部,4251.3802308328
18,期刊,5987.8239306008
18,期货,4503.3026745
18,木工,4918.4357610555
18,本人,2415.525345
18,本体,6235.225680222
18,本土化,4762.726570611
18,本地,4942.2220643688
18,本地化,5925.8550022631
18,本部,6319.3925110852
18,机,3420.5964904716
18,机会,12861.714566
18,机修,3905.1479517006
18,机修工,4594.9642934879
18,机务员,3809.9924181501
18,机动,3913.4884926642
18,机员,2977.9864295532
18,机器人,8413.265458611
18,机场,3606.028570611
18,机房,4545.6642880028
18,机房设备,6522.0460615122
18,机构,7673.2828946796
18,机械,6886.3353854282
18,机械制图,3842.5098999125
18,机械设计,5585.5766094
18,机电,5962.0089221762
18,机电部,2478.792
18,机票,3578.693218205
18,机顶盒,5828.794005
18,杂志,3165.1284963321
18,权智,12255.4149421944
18,权限,7610.1526758807
18,李宁,3654.0645965532
18,材料,5696.6683276384
18,材质,2694.530180886
18,条码,4503.3026745
18,构架,12533.7400460172
18,架构,12767.0432223559
18,架构师,15404.3049065818
18,架构设计,12158.097789222
18,柜台,3658.7906523921
18,柜员,3073.4323725555
18,柜长,4076.380783
18,标书,3845.5501141705
18,标准,5291.3983402151
18,标准化,4715.2390948746
18,标引,4998.0678151844
18,标注,3172.9647491969
18,标签,3174.943227
18,栏目,6099.869458611
18,校,2756.564018136
18,校园,4704.4652958381
18,校对,4028.3325077916
18,校对员,2868.788528882
18,校长助理,1735.047
18,校验,5121.587560074
18,样品,4932.3777932568
18,核保,2677.7529165
18,核对,2977.9720899681
18,核心,8148.6917789095
18,核心网,4245.5830932605
18,核查,3700.6821177929
18,核算,5421.5895360147
18,核销,7518.537
18,框架,9973.273013148
18,桌面,4046.4789282011
18,档案,2896.6941977962
18,档案管理,3127.0890421858
18,桥梁,16420.7278846146
18,检修,2911.7739198888
18,检查员,3481.960896111
18,检测,4254.4448616903
18,检索,5162.7045172016
18,检证,2670.5265075
18,检验,3823.6113265573
18,检验员,3743.606771737
18,業,14100.6157671388
18,業務,3741.384792222
18,楼宇,4275.4675868916
18,楼层,4315.4376252262
18,楼面,2546.458833
18,模具,4241.6857588147
18,模具设计,7610.7293414098
18,模块,8146.0797966634
18,模型,5526.937611791
18,模拟,4284.435528148
18,模板,4705.6652119696
18,模特,4884.400789929
18,次长,10893.7778173464
18,欧美,3938.537
18,民生银行,5370.537
18,水利,5370.537
18,水工,4918.4357610555
18,水电,4728.0645965532
18,汇报,17161.7796154164
18,汽车,6159.778463679
18,沃尔玛,6734.0006745
18,沟通,6377.2491711378
18,没有,10832.578394744
18,油漆工,4918.4357610555
18,法人,4852.949014611
18,法务,7234.9123951556
18,法务部,8397.4430884584
18,法律,5671.6334886682
18,法律顾问,10561.2514962888
18,法语,4842.9683029094
18,注塑,5368.2954074428
18,泰语,6522.0460615122
18,活动,5485.0832535419
18,派,4394.2920201746
18,派遣,2911.888345424
18,流媒体,8592.537
18,流程,8076.0803981783
18,测绘,3773.0363843173
18,测绘员,3267.3481445946
18,测评,4353.9710175749
18,测评师,8650.9507864603
18,测试,6233.245515618
18,测试中心,6679.4379231246
18,测试人员,4256.543737835
18,测试数据,4555.960896111
18,测试软件,8370.860717148
18,测试项目,9969.969566
18,测量,3854.2780421589
18,测量员,4159.092566
18,海信,13357.3591455972
18,海外,7771.2256531677
18,海外部,6617.6528552756
18,海尔,3619.1444354988
18,海淀,4296.537
18,海运,2673.3594518055
18,海量,4827.486264074
18,消费,5332.3724470049
18,消防,4203.8354049917
18,涉及,3568.435528148
18,涉外,16733.984088591
18,涉密,8163.5689306008
18,淘宝,3242.8446199743
18,淘宝网,1888.751343636
18,清分,1888.751343636
18,清查,2891.920239747
18,清洗,2248.627175568
18,清点,3606.028570611
18,清算,4731.7598876435
18,渗透,8234.537
18,渠道,5442.1245512274
18,渲染,4386.3497490148
18,游戏,5246.9535752874
18,满意度,2850.781566
18,演员,5831.715824148
18,演播室,5370.537
18,演示,4337.0543084213
18,激光,5642.3863160616
18,激活,4209.9332214012
18,灯光,4374.5748770544
18,灾备,12670.647102537
18,点,4450.0633795445
18,烟草,5975.801784111
18,热线,3516.7176883427
18,焊工,3837.7428019592
18,焊接,4574.6169773563
18,照明,5494.6046745
18,熔接,2829.176562424
18,爱,5275.1256175122
18,片区,7372.5711552088
18,版主,5989.0416303688
18,版图,6383.1336282444
18,版权,5265.881340111
18,牌,4988.305236222
18,物,5893.429563037
18,物业,6450.8111815617
18,物业管理,3858.2367516295
18,物控,4371.639025758
18,物料,3501.2174398299
18,物流,4740.7351719488
18,物资,5818.1763534382
18,特价,7049.801784111
18,特别,7459.6670968289
18,特助,11072.2446839068
18,特效,4317.6085584444
18,独立,12514.7094400324
18,猎头,5190.6152020679
18,环保,2461.169567424
18,环境,6847.8799876015
18,现在,2949.383179
18,现场,5061.3127020718
18,现货,3387.960566
18,现金,4470.3296191898
18,现金会计,5447.2293179544
18,珠宝,4627.370349
18,班主任,3683.1713284428
18,班长,3895.1259426246
18,理,5697.2062827246
18,理财,9252.9872400317
18,理货员,2771.818222
18,理赔,3246.9866603818
18,生产,5105.7231654927
18,生产线,4597.1634074428
18,生命周期,9398.037
18,生技,4934.8302710532
18,生管,4852.949014611
18,用于,11918.1986745
18,用友,3466.2795128435
18,用户,7478.9609307106
18,用户服务,3686.6896704929
18,由,5112.5297805101
18,甲方,7609.0122164428
18,申报,6589.438342911
18,申请,4420.6046745
18,电,6296.4673959012
18,电信,5060.8357936636
18,电信号,4076.380783
18,电力,5838.3735154811
18,电器,4296.537
18,电器维修,4296.8342711912
18,电子,4699.8774493021
18,电子书,4196.0936820317
18,电子产品,5336.9379231246
18,电子化,4046.4458221269
18,电子商务,4637.4960530162
18,电子图书,4762.726570611
18,电子地图,4203.818222
18,电子技术,3603.4282982766
18,电子政务,8497.0311166066
18,电子设计,3222.537
18,电子部,5370.537
18,电工,4101.897591973
18,电控,4934.8302710532
18,电梯,4316.7610625691
18,电气,7903.0665045139
18,电气工程师,5242.1441718304
18,电气设计,8014.3560340218
18,电池,10086.5615488438
18,电源,6394.4577834144
18,电焊工,3837.7428019592
18,电磁兼容,4296.537
18,电网,13267.7977614444
18,电脑,3339.3579614898
18,电脑中心,3654.0645965532
18,电脑房,4988.305236222
18,电脑操作,2911.6218242508
18,电脑硬件,4555.960896111
18,电脑网络,3064.0239401892
18,电脑软件,3654.0645965532
18,电脑部,4014.1953044491
18,电视,5338.1457679334
18,电话,3784.2890830834
18,电路,4127.6549367469
18,电路板,5313.707903148
18,电路设计,4284.435528148
18,电销,4053.2598543432
18,画师,5827.2533310355
18,界面,5110.983200867
18,界面设计,5480.811798699
18,病毒,6138.2097076748
18,白盒,6734.0006745
18,百安居,6362.224566
18,百度,4409.7634096762
18,百货,5101.0464310012
18,监察,5889.327152074
18,监控,4457.4958153807
18,监测,3733.8531722143
18,监测员,2478.792
18,监理,5068.8849930707
18,监理员,3490.0373472678
18,监理部,4575.38458725
18,监督,4236.9091251723
18,监督员,4893.4264361778
18,监督管理,3305.248783
18,监管,6046.8082038807
18,监管部,5370.537
18,监视,4627.370349
18,直营店,3765.732128424
18,直销,6089.386100054
18,相关,6653.251538432
18,相机,6622.3298473688
18,督导,4224.6330953709
18,督导员,5577.3026745
18,督导组,4501.4617449079
18,知识,7677.6479892083
18,知识产权,9834.1464078888
18,短信,6085.695343074
18,短期,7738.9759710972
18,石化,4021.248783
18,研发,7439.0807124487
18,研发部,8835.5245072222
18,研发部门,8345.2228070406
18,研究,7003.385764469
18,研究员,7306.5032469155
18,研究所,6444.537
18,研究部,7482.146124222
18,研究院,4337.8928915
18,硬,4296.537
18,硬件,4594.1916808263
18,硬盘,4728.0645965532
18,碎片,2321.099444
18,磨床,5395.5932881665
18,礼仪,2378.457784424
18,社保,4030.8008803374
18,社区,3947.3860855468
18,社长,14578.16096
18,神州数码,5370.537
18,神秘,3827.2245075
18,神舟,7761.1122522888
18,票务,3573.338426574
18,票据,3325.8521943876
18,福利,5972.8719882788
18,福田,6009.647014611
18,离岸,12659.6036297948
18,离职,9914.9201745
18,私人,5586.3007982766
18,私营,2461.169567424
18,种类,3862.536824148
18,科员,5520.6790382181
18,科学技术委员会,5370.537
18,科技,5903.5777107574
18,科技部,9397.90275
18,科研,7651.2543052438
18,科研人员,7460.6628766535
18,科科长,4895.57083725
18,科长,9529.468508486
18,秘书,4383.2326361631
18,秘书长,6886.233168487
18,租售,3741.384792222
18,租赁,5671.6367589808
18,积分,4705.6652119696
18,移交,3261.1653451332
18,移动,5290.3494449074
18,程师,4427.3815614444
18,程序,5058.1096142965
18,程序员,4614.1270583046
18,程序开发,5094.256598922
18,程序界面,3481.960896111
18,程序设计,6501.4065207492
18,程控,6816.6986745
18,税务,6551.7787737588
18,税控,3199.5734097928
18,稽查,7460.8675491692
18,稽核,4780.9549843146
18,空调,4547.5526059348
18,窗口,4934.9742287566
18,站,4285.0249658031
18,站端,6199.5757034428
18,站长,5163.1032180055
18,竞价,4537.8924760848
18,竞价排名,4555.960896111
18,端,8525.3388462492
18,笔记本,3924.6600916454
18,笔记本电脑,3545.761769459
18,笔译,5066.4271221177
18,第一,6714.4028630712
18,第三,2685.358
18,第二,8840.9201745
18,策划,5145.771938463
18,策划人员,4952.0299008307
18,策划师,6383.9600900061
18,策划部,5325.8338395103
18,策略,6724.5895485324
18,签证,7282.2125991087
18,简体中文,8592.537
18,算法,8045.6222388185
18,管,3862.13328326
18,管员,3759.7585316376
18,管家,4085.5921931064
18,管控,7505.2639390022
18,管理,5618.4577431566
18,管理中心,8153.6148152044
18,管理人员,5854.5937455073
18,管理员,3825.2587454244
18,管理处,5435.0237470426
18,管理科,5370.537
18,管理系统,5547.3083910493
18,管理网络,3346.6046745
18,管理者,8401.1344602214
18,管理课,7687.252199148
18,管理软件,7617.3817853055
18,管理部,7042.8049595868
18,管线,2781.2233736235
18,管网,3481.960896111
18,管道,5660.0006745
18,类,5335.5750491762
18,粤语,5067.9005748389
18,精密,3490.7685
18,精编,2632.496343636
18,精英,4934.8302710532
18,系列,5259.2798157423
18,系统,6894.6372505689
18,系统分析,9404.3155703992
18,系统分析员,9053.0806019471
18,系统安全,8686.715681429
18,系统实施,6744.028093186
18,系统工程,7078.2141713651
18,系统监控,4638.0174029678
18,系统管理,6825.737783036
18,系统管理员,4670.8195023517
18,系统维护,4483.3903615654
18,系统软件,10647.6317719305
18,系统部,7418.354704117
18,系统集成,5920.3338891264
18,系统验证,5370.537
18,索尼,3723.940567929
18,索赔,5207.4475067067
18,紧急,15326.2485
18,經理,8859.8567753727
18,红色,2858.307264074
18,约,11918.1986745
18,级,5527.1976865628
18,线,5354.8408760205
18,线务员,4422.279311148
18,线电,7654.2498246642
18,线网,5494.6046745
18,线路,3233.3303422813
18,线长,3762.1635753691
18,组,6641.6318089628
18,组员,4837.3446668657
18,组成员,5965.0327853055
18,组组长,6626.6529708529
18,组织,13624.2327598389
18,组装,3678.8546942445
18,组长,6543.6716773627
18,终端,5647.0959968725
18,经,9019.7416455972
18,经历,6679.0818933031
18,经济,6089.7017214012
18,经理,7932.073408062
18,经理人,6575.6124720888
18,经理助理,4328.9492624365
18,经纪人,4763.8786757488
18,经营,6645.8581834408
18,经营部,5327.2351107006
18,经销商,4883.5214364477
18,经验,5577.3026745
18,结构,8417.7016858498
18,结构设计,10612.0360948513
18,结算,4339.2130748127
18,绘制,2829.176562424
18,绘图,3142.2150693688
18,绘图员,3288.8392829919
18,绘画,3485.4752916444
18,给排水,8507.3767552168
18,统筹,13023.1166832275
18,统计,3977.9285227474
18,统计分析,5569.6592199428
18,统计员,3609.6871768297
18,绩效,8064.3492044386
18,绩效考核,5067.6762096024
18,续期,5150.0891662827
18,维,3222.537
18,维保,5246.2080756444
18,维修,3980.4994008967
18,维修工,4509.4125548592
18,维修服务,3778.1322710532
18,维修站,5083.118491074
18,维修部,2710.3203411723
18,维护,4620.6467512003
18,维护员,3108.7660994563
18,维系,5370.537
18,综合,5274.8636693814
18,综合部,5315.9891111984
18,编写,3191.3443698735
18,编导,5579.2461617487
18,编排,3470.672349
18,编改,2670.5265075
18,编目,3656.9907240429
18,编目员,3449.2319560295
18,编码,4279.1319472214
18,编码员,2805.882729111
18,编程,6166.9266597649
18,编绘,4159.092566
18,编译,5955.791283
18,编辑,4016.4855294489
18,编辑部,3748.6540544459
18,网,5273.3788800222
18,网上,4062.6046745
18,网优,6054.3068150525
18,网吧,3444.7238138782
18,网店,3920.9391642214
18,网格,7748.2080970648
18,网游,5660.0006745
18,网点,4420.6046745
18,网站,4335.4510022498
18,网管,3380.3086050071
18,网管员,2540.8361745
18,网管软件,8964.987849
18,网络,4841.391730976
18,网络产品,4226.2220643688
18,网络安全,5926.8799567432
18,网络工程,3211.0552048964
18,网络故障,2756.564018136
18,网络管理,4204.3686580477
18,网络管理员,3619.0076708037
18,网络系统,7022.5906461499
18,网络营销,4589.3184754412
18,网络设备,3652.7496243715
18,网络通信,4308.9338473688
18,网络通讯,5015.7017214012
18,网络部,4606.7592359381
18,网维,2518.527907848
18,网编,2481.6136665
18,网规,5447.2293179544
18,网路,3691.4228305461
18,网通,5932.6919306008
18,网银,3778.1322710532
18,网页,4363.8434471616
18,美化,2756.564018136
18,美国,4942.766560074
18,美工,4278.2141083075
18,美工设计,3924.6067579825
18,美术,4844.9596853158
18,美术师,6061.7319204428
18,美术设计,4805.8833796453
18,美的,3481.960896111
18,美编,4523.2822937006
18,群,13188.75101175
18,翻译,5388.2320171127
18,翻译员,2910.3195965532
18,老师,4220.0472658636
18,老板,6418.3191109588
18,考,4988.305236222
18,考务,2506.295826498
18,考核,5658.766560074
18,考试,4728.0645965532
18,耗材,2608.765388922
18,职业,4277.2612520621
18,职位,7780.6557520253
18,职务,6444.429955183
18,职员,4338.6128468817
18,职守,3701.9412951101
18,职工,3765.8831114428
18,职能,5784.068349
18,联想,5060.2142101229
18,联盟,4405.0430643688
18,联系,5700.792
18,联络,4913.6477344603
18,联网,5194.9220849372
18,联通,5435.4797464403
18,股东,8335.0683870882
18,股份,4358.1175970657
18,股票,3481.960896111
18,能源,10121.8409395812
18,能耗,5370.537
18,脚本,4308.238679111
18,腾讯,5081.6516745
18,自主,3084.837609498
18,自主经营,9398.037
18,自动,3481.960896111
18,自动化,7325.6716082651
18,自己,6492.3370416008
18,自控,4226.2220643688
18,自有,6995.512783
18,自由,12465.52558725
18,自营,6167.5475694165
18,至,5498.6874949068
18,至今,10208.067670074
18,舆情,4940.2258710234
18,舞蹈,2756.564018136
18,航旅,8097.464349
18,航测,5508.380783
18,航空,10255.36783725
18,航空航天,7659.0392460896
18,艺术设计,6320.3080303654
18,节目,5741.478343074
18,节能,14080.47294
18,花旗,6660.5102376
18,苏宁,3778.1322710532
18,英文,4730.0594868594
18,英文翻译,4656.3121515056
18,英日,5354.5357136008
18,英语,5011.989873096
18,英语翻译,5024.5206042977
18,英韩,5786.3725592756
18,苹果,5536.5076122613
18,苹果电脑,3606.028570611
18,获取,6968.125783
18,营业,6317.3777070527
18,营业厅,5168.1253263029
18,营业员,3313.6966509573
18,营业部,7761.7221098239
18,营养,2602.8596745
18,营帐,3922.672679111
18,营运,5189.7303574513
18,营配,2977.9720899681
18,营销,8067.6364653482
18,营销中心,10107.7887373395
18,营销员,3498.3223469827
18,营销策划,5909.9654351429
18,营销部,4958.3890424163
18,董事,11291.3943443441
18,董事会,10939.7374300291
18,董事长,6506.3746316239
18,薪资,5339.4971805134
18,薪酬,6111.0043716995
18,虚拟,8099.0809344444
18,虚拟主机,3654.0645965532
18,虚拟化,10444.418659979
18,融资,9748.181746646
18,行业,10918.2808356531
18,行政,4204.1431758304
18,行政主管,5168.7218685083
18,行政事务,8123.801784111
18,行政助理,3584.1909945218
18,行政部,4639.6846609942
18,行政部门,2676.5470972305
18,行销,5905.4114791626
18,补录,2792.8908142904
18,装修,10410.860349
18,装备,5577.3026745
18,装潢,5586.4538265696
18,装维,3109.9348952178
18,装配,2624.2128383591
18,装配工,3913.3470693688
18,装饰,8507.1434083602
18,西北,9633.585786611
18,西北区,8683.1928161261
18,西南,6692.3518416833
18,西南区,11901.8368041605
18,西班牙语,4337.1998151844
18,西门子,3868.4943122214
18,见习,3497.7850648593
18,规划,8382.5697706674
18,规划师,8405.3181258222
18,规划设计,5399.8850352006
18,视觉,6273.5258651704
18,视讯,4318.9935520266
18,视音频,3627.888345424
18,视频,4204.0579336591
18,视频会议,5518.6811845168
18,角色,5012.936349
18,解决,10928.419340148
18,解决方案,14996.7414547541
18,訳,11222.907456222
18,计划,5613.1867652805
18,计算,8343.2220643688
18,计算机,4413.2497173581
18,计算机技术,3846.9002015937
18,计算机硬件,3817.7084275389
18,计算机系统,6166.960896111
18,计算机网络,3652.89727346
18,计算机软件,6759.9808473688
18,计费,5436.7607505206
18,计量,4457.0837242954
18,订单,5361.3131494486
18,认证,5944.7199977703
18,记帐,2632.496343636
18,记者,4443.3611441801
18,记账,3332.2558887101
18,讲师,6218.0034751386
18,讲解员,4226.2220643688
18,论坛,4269.987496608
18,设备,4966.9756024541
18,设备部,4728.0645965532
18,设定,7222.722228111
18,设施,5634.9423756904
18,设计,5211.35598047
18,设计员,3612.1512721425
18,设计师,7180.3783357973
18,设计部,5500.7540732161
18,设计部门,11915.0056609824
18,访问,3144.7172622445
18,证券,9416.052243767
18,评估,5509.3587674935
18,评估师,4126.7475353055
18,评审,5941.9689038055
18,评测,4928.6298910469
18,识别,5647.2442944888
18,诊断,5784.068349
18,译员,3205.955649861
18,话务,3777.4177701091
18,话务员,3049.3098785532
18,语,3862.536824148
18,语言,6067.7301708608
18,语音,5272.5180533209
18,诺基亚,4290.8503491432
18,课,5724.5409346522
18,课件,4979.9724921096
18,课程,4973.4152745171
18,课课,7130.5110163047
18,课长,9690.6030226442
18,课题,10988.9201745
18,调,3272.9924181501
18,调到,4728.0645965532
18,调度,4086.717550681
18,调度员,3450.51200321
18,调查,3732.6982724119
18,调查员,4187.7210835821
18,调测,4972.8915792992
18,调研,6129.9064223928
18,调研员,3804.7565163735
18,调试,4341.5397517527
18,財務,7453.1653959012
18,负责人,7119.0388405118
18,负责管理,6099.869458611
18,财务,5085.146620872
18,财务主管,7066.1834124628
18,财务人员,4111.486264074
18,财务会计,4522.9041718611
18,财务咨询,7976.8410691938
18,财务总监,15410.1906024949
18,财务报告,12435.081849
18,财务数据,4538.0917250712
18,财务管理,10092.8160557247
18,财务经理,10777.9052633425
18,财务软件,3968.3125554262
18,财务部,5216.7299760221
18,财务顾问,10069.6031302884
18,财税,4878.6144760436
18,财经,4146.5446729162
18,财经新闻,3222.537
18,责任编辑,4351.783234804
18,账务,5128.7940966329
18,账户,7609.348892074
18,账款,7224.8836619755
18,货运,3305.248783
18,质保,4590.9294116748
18,质培,6009.647014611
18,质控,6212.3335399997
18,质检,4062.2117485684
18,质检员,3561.2946369294
18,质监,3654.0645965532
18,质管部,13178.2485
18,质量,5963.8441513424
18,质量体系,4858.1849163876
18,质量保证,7637.5787670322
18,质量保证部,5370.537
18,质量检验,4226.0226854657
18,质量部,6747.4118915
18,购买,4583.1242241133
18,购物,6091.5282710532
18,贸易,6090.8883920135
18,费用,4842.4201800072
18,资产,5243.945453
18,资信,3036.76601175
18,资助,3692.0804208321
18,资料,3792.1894593068
18,资料员,3279.5456442407
18,资本,11546.037
18,资材,6846.0341389534
18,资深,12785.7571243961
18,资源,5760.1764014803
18,资源管理,8045.2270170283
18,资讯,4579.5214210566
18,资讯科技,3481.960896111
18,资质,4276.6759320683
18,资金,5656.7617003503
18,赴,7523.8293834366
18,超市,3778.1322710532
18,趋势,5638.7685
18,跟,2989.550509068
18,跟单,3610.2580818768
18,跟单员,3987.4940376444
18,跟踪,3913.4884926642
18,跟进,5092.960896111
18,跨,6808.8664428024
18,路测,3913.4884926642
18,路由器,6223.3297853055
18,车床,5395.5932881665
18,车管,5494.6046745
18,车载,10347.264514611
18,车间,2632.496343636
18,车间主任,7644.6942854854
18,车队,5258.1026254603
18,轨道交通,8097.464349
18,转,3568.7869725367
18,转为,4562.4634858876
18,转换,2992.944261
18,转播,6444.537
18,转码,4763.8786757488
18,轮岗,3913.4884926642
18,软,6915.2470350741
18,软件,7033.6610817019
18,软件产品,9299.3003999207
18,软件工程,8339.0436424063
18,软件应用,4103.960566
18,软件开发,6726.3270960328
18,软件技术,9664.1010361665
18,软件架构,15378.2864264073
18,软件测试,5693.4204789368
18,软件系统,7741.7868658942
18,软件维护,4320.908015359
18,软件设计,7768.8106404567
18,软件资源,3741.384792222
18,软件部,8425.2162791249
18,软件配置管理,10208.067670074
18,软体,5474.8644818172
18,软硬件,4705.1584176023
18,软调,4399.1713284428
18,较,3064.0239401892
18,辅助,3102.452523537
18,辅导员,3913.4884926642
18,输,3778.1322710532
18,输入,3100.8496181454
18,迁移,7808.0006745
18,过,4733.5751084213
18,过程,7945.457459679
18,迎宾,2546.458833
18,运价,4560.9640698
18,运作,7806.9765359893
18,运控,6269.499523537
18,运用,7260.2893611388
18,运筹,4810.4654053654
18,运管,3778.1322710532
18,运维,5230.4735814361
18,运维员,3592.9338473688
18,运维岗,3606.028570611
18,运维师,3606.028570611
18,运维组,9584.3925396
18,运维部,4591.3331113156
18,运营,6642.8429785946
18,运营商,8861.4473116359
18,运营官,14932.0569712627
18,运营部,5051.6324497029
18,运行,4894.8884506145
18,运行部,5736.4700498571
18,运输,4293.9931809129
18,进出口,4723.6231141275
18,进口,5447.2293179544
18,进行,5450.8409969818
18,进销存,4500.6919306008
18,远程,4160.4469470125
18,连锁,5483.2987135255
18,送修,4734.7719438592
18,送货员,3478.198047074
18,适配,6296.4673959012
18,选址,4346.4036792
18,选矿,6349.9614805168
18,通,5482.0535101665
18,通信,5048.1802662688
18,通信工程,4937.1897716475
18,通本,3481.960896111
18,通用,3222.537
18,通用软件,7647.958833
18,通知,4085.5921931064
18,通讯,4836.7754730469
18,通讯员,3741.384792222
18,通路,4503.3026745
18,速录师,3905.119938574
18,速递,3084.837609498
18,造价,5618.644783
18,造价员,4420.6046745
18,造价师,6734.7426197538
18,造型,8097.464349
18,造型师,5494.6046745
18,逻辑,4988.305236222
18,道路,4226.9039568101
18,遥感,4883.6597847421
18,邮件,5136.7088190773
18,邮件系统,8296.722228111
18,部分,5901.6760285291
18,部副,10806.3057816666
18,部品,3222.537
18,部署,8023.7968278492
18,部长,9404.0671352055
18,部门,6521.1549072935
18,部门经理,12265.5595233096
18,都,4101.128635687
18,配件,5409.262743949
18,配电,15023.216179611
18,配置,7388.3889251346
18,配置管理,8166.3755053511
18,配送,4422.3720737008
18,配音,4652.0965158411
18,酒店,5390.2277845303
